subject	glasses	component	bin	distance	offset
p5	g2	vertical	1	0.089049701	-9.274158409
p5	g2	vertical	2	0.094940253	-8.334479714
p5	g2	vertical	3	0.105053295	-7.333738969
p5	g2	vertical	4	0.112911188	-8.563329929
p5	g2	vertical	5	0.123366767	-6.480462574
p5	g2	vertical	6	0.133221186	-4.679155759
p5	g2	vertical	7	0.1483161	-4.037334794
p5	g2	vertical	8	0.164532197	-4.395298674
p5	g2	vertical	9	0.187134223	-2.385314749
p5	g2	vertical	10	0.213198113	-2.033415409
p5	g2	vertical	11	0.252375157	-1.219031509
p5	g2	vertical	12	0.305422729	-0.697560354
p5	g2	vertical	13	0.385902267	-0.798259004
p5	g2	vertical	14	0.483123542	-0.460131619
p5	g2	vertical	15	0.629821456	-0.215428314
p5	g2	vertical	16	0.876102433	0.015115161
p5	g2	vertical	17	1.283608777	0.052519236
p5	g2	vertical	18	1.942925279	0.239978516
p5	g2	vertical	19	3.131391613	0.268795636
p5	g2	vertical	20	5.286492931	0.345546691
p5	g3	horizontal	1	0.067364818	7.833107768
p5	g3	horizontal	2	0.069671244	8.322489408
p5	g3	horizontal	3	0.074182667	7.384414328
p5	g3	horizontal	4	0.07956659	6.351435818
p5	g3	horizontal	5	0.085893749	6.693403658
p5	g3	horizontal	6	0.094731966	5.356667098
p5	g3	horizontal	7	0.104627912	4.279213088
p5	g3	horizontal	8	0.121350402	3.462839648
p5	g3	horizontal	9	0.139386559	0.439879098
p5	g3	horizontal	10	0.164466093	-0.062611877
p5	g3	horizontal	11	0.197510612	-0.155193292
p5	g3	horizontal	12	0.245326472	-0.340062597
p5	g3	horizontal	13	0.318509312	-0.310941802
p5	g3	horizontal	14	0.424659406	-0.195063987
p5	g3	horizontal	15	0.585604048	-0.311104722
p5	g3	horizontal	16	0.84786761	-0.247220722
p5	g3	horizontal	17	1.259630281	-0.180682792
p5	g3	horizontal	18	1.941999437	-0.115927792
p5	g3	horizontal	19	3.193288182	-0.019786407
p5	g3	horizontal	20	5.523685019	-0.078992142
p5	g3	vertical	1	0.067364818	-8.070916263
p5	g3	vertical	2	0.069671244	-6.698816443
p5	g3	vertical	3	0.074182667	-7.653087643
p5	g3	vertical	4	0.07956659	-6.277918173
p5	g3	vertical	5	0.085893749	-5.607497403
p5	g3	vertical	6	0.094731966	-4.722308908
p5	g3	vertical	7	0.104627912	-4.425235533
p5	g3	vertical	8	0.121350402	-3.873365093
p5	g3	vertical	9	0.139386559	-3.257861783
p5	g3	vertical	10	0.164466093	-2.246049763
p5	g3	vertical	11	0.197510612	-1.750040203
p5	g3	vertical	12	0.245326472	-1.357254418
p5	g3	vertical	13	0.318509312	-0.942456103
p5	g3	vertical	14	0.424659406	-0.563410373
p5	g3	vertical	15	0.585604048	-0.146181333
p5	g3	vertical	16	0.84786761	0.195117827
p5	g3	vertical	17	1.259630281	0.187536327
p5	g3	vertical	18	1.941999437	0.247277937
p5	g3	vertical	19	3.193288182	0.431818432
p5	g3	vertical	20	5.523685019	0.352892307
p5	vps	horizontal	1	0.087561313	-1.823858965
p5	vps	horizontal	2	0.100372399	-1.188048185
p5	vps	horizontal	3	0.109750625	-0.77308465
p5	vps	horizontal	4	0.11949866	-2.963355115
p5	vps	horizontal	5	0.128168495	-1.56654588
p5	vps	horizontal	6	0.142422372	-2.629006225
p5	vps	horizontal	7	0.154664367	-4.494697795
p5	vps	horizontal	8	0.177157869	-1.85744522
p5	vps	horizontal	9	0.201121136	-1.166225575
p5	vps	horizontal	10	0.238557685	-1.05744282
p5	vps	horizontal	11	0.288833757	-0.51648875
p5	vps	horizontal	12	0.361256182	-3.29684443
p5	vps	horizontal	13	0.445639465	-3.05516016
p5	vps	horizontal	14	0.56181629	-2.99311995
p5	vps	horizontal	15	0.731647683	-2.154957425
p5	vps	horizontal	16	1.004812883	-1.47184255
p5	vps	horizontal	17	1.43185214	-1.246703805
p5	vps	horizontal	18	2.140646978	-0.487519175
p5	vps	horizontal	19	3.338666967	0.347790695
p5	vps	horizontal	20	5.586093498	1.13540771
p5	vps	vertical	1	0.087561313	-5.348888092
p5	vps	vertical	2	0.100372399	-5.977111297
p5	vps	vertical	3	0.109750625	-4.198167747
p5	vps	vertical	4	0.11949866	-3.401780847
p5	vps	vertical	5	0.128168495	-4.490573327
p5	vps	vertical	6	0.142422372	-4.212742087
p5	vps	vertical	7	0.154664367	-3.466524802
p5	vps	vertical	8	0.177157869	-3.784385332
p5	vps	vertical	9	0.201121136	-2.879385407
p5	vps	vertical	10	0.238557685	-2.552610697
p5	vps	vertical	11	0.288833757	-1.795058692
p5	vps	vertical	12	0.361256182	-1.919290707
p5	vps	vertical	13	0.445639465	-1.395395672
p5	vps	vertical	14	0.56181629	-0.701470782
p5	vps	vertical	15	0.731647683	-0.119574097
p5	vps	vertical	16	1.004812883	0.115181708
p5	vps	vertical	17	1.43185214	0.635530053
p5	vps	vertical	18	2.140646978	0.612143548
p5	vps	vertical	19	3.338666967	0.246031848
p5	vps	vertical	20	5.586093498	0.123278873
p6	invisible	horizontal	1	0.074871384	NaN
p6	invisible	horizontal	2	0.079891857	NaN
p6	invisible	horizontal	3	0.081866456	NaN
p6	invisible	horizontal	4	0.085186838	NaN
p6	invisible	horizontal	5	0.087672472	NaN
p6	invisible	horizontal	6	0.090846912	NaN
p6	invisible	horizontal	7	0.093535171	NaN
p6	invisible	horizontal	8	0.099574292	NaN
p6	invisible	horizontal	9	0.108933955	-19.90410973
p6	invisible	horizontal	10	0.122318692	-18.46137933
p6	invisible	horizontal	11	0.141700845	-15.61899489
p6	invisible	horizontal	12	0.172794377	-12.31357458
p6	invisible	horizontal	13	0.219666121	-8.812884544
p6	invisible	horizontal	14	0.292719538	-6.245353749
p6	invisible	horizontal	15	0.401638423	-3.483960129
p6	invisible	horizontal	16	0.62380954	-1.535422244
p6	invisible	horizontal	17	0.993507708	0.007807481
p6	invisible	horizontal	18	1.614321248	0.982176146
p6	invisible	horizontal	19	2.804128128	1.629098346
p6	invisible	horizontal	20	5.056596514	1.616703831
p6	invisible	vertical	1	0.074871384	1.039062143
p6	invisible	vertical	2	0.079891857	0.549859733
p6	invisible	vertical	3	0.081866456	-4.641012127
p6	invisible	vertical	4	0.085186838	-4.249516327
p6	invisible	vertical	5	0.087672472	-3.961059147
p6	invisible	vertical	6	0.090846912	-3.463958717
p6	invisible	vertical	7	0.093535171	-4.390450107
p6	invisible	vertical	8	0.099574292	-3.084876752
p6	invisible	vertical	9	0.108933955	-2.292233957
p6	invisible	vertical	10	0.122318692	-3.644361137
p6	invisible	vertical	11	0.141700845	-2.190748867
p6	invisible	vertical	12	0.172794377	-2.262256307
p6	invisible	vertical	13	0.219666121	-1.562058657
p6	invisible	vertical	14	0.292719538	-0.540428312
p6	invisible	vertical	15	0.401638423	0.117430748
p6	invisible	vertical	16	0.62380954	0.261429673
p6	invisible	vertical	17	0.993507708	0.355502843
p6	invisible	vertical	18	1.614321248	0.270195743
p6	invisible	vertical	19	2.804128128	0.193306373
p6	invisible	vertical	20	5.056596514	0.111773658
p6	neon	horizontal	1	0.078693063	-0.249268427
p6	neon	horizontal	2	0.092663108	-0.315969127
p6	neon	horizontal	3	0.097316837	-0.131068402
p6	neon	horizontal	4	0.098702339	0.744149523
p6	neon	horizontal	5	0.100253186	0.733067313
p6	neon	horizontal	6	0.101984011	0.628236508
p6	neon	horizontal	7	0.105304745	0.808700108
p6	neon	horizontal	8	0.109436156	0.840296788
p6	neon	horizontal	9	0.118346771	0.661942543
p6	neon	horizontal	10	0.130716345	0.411228323
p6	neon	horizontal	11	0.150293734	0.591549693
p6	neon	horizontal	12	0.172137447	1.158125838
p6	neon	horizontal	13	0.197698975	0.802808553
p6	neon	horizontal	14	0.239557897	0.499085908
p6	neon	horizontal	15	0.315310129	0.351757163
p6	neon	horizontal	16	0.447194004	0.418477813
p6	neon	horizontal	17	0.68527396	0.005296483
p6	neon	horizontal	18	0.873330962	-0.213750742
p6	neon	horizontal	19	1.561186634	-0.130888717
p6	neon	horizontal	20	3.085501035	-0.180686547
p6	neon	vertical	1	0.078693063	-5.521174861
p6	neon	vertical	2	0.092663108	-4.735730971
p6	neon	vertical	3	0.097316837	-4.446459211
p6	neon	vertical	4	0.098702339	-4.809117171
p6	neon	vertical	5	0.100253186	-4.601579101
p6	neon	vertical	6	0.101984011	-5.154289806
p6	neon	vertical	7	0.105304745	-4.467581526
p6	neon	vertical	8	0.109436156	-4.241228981
p6	neon	vertical	9	0.118346771	-3.683166761
p6	neon	vertical	10	0.130716345	-3.817645091
p6	neon	vertical	11	0.150293734	-3.663754276
p6	neon	vertical	12	0.172137447	-3.065649886
p6	neon	vertical	13	0.197698975	-2.813958441
p6	neon	vertical	14	0.239557897	-2.224872146
p6	neon	vertical	15	0.315310129	-1.309748101
p6	neon	vertical	16	0.447194004	-0.765884446
p6	neon	vertical	17	0.68527396	-0.273246531
p6	neon	vertical	18	0.873330962	0.257901854
p6	neon	vertical	19	1.561186634	0.645607354
p6	neon	vertical	20	3.085501035	0.895413419
p6	smi	horizontal	1	0.089770104	-3.737714133
p6	smi	horizontal	2	0.09465138	-4.245581533
p6	smi	horizontal	3	0.098513706	-2.931031808
p6	smi	horizontal	4	0.102914884	-3.063480278
p6	smi	horizontal	5	0.10813358	-1.989228288
p6	smi	horizontal	6	0.116796272	-2.455903078
p6	smi	horizontal	7	0.12297367	-2.137563323
p6	smi	horizontal	8	0.133731681	-1.454731068
p6	smi	horizontal	9	0.154394875	-0.672028158
p6	smi	horizontal	10	0.178290566	-0.418273118
p6	smi	horizontal	11	0.210106277	-0.324767338
p6	smi	horizontal	12	0.258821158	0.239862922
p6	smi	horizontal	13	0.350875033	0.978215402
p6	smi	horizontal	14	0.49023461	1.160038842
p6	smi	horizontal	15	0.661110822	1.312454352
p6	smi	horizontal	16	0.923733425	0.401400512
p6	smi	horizontal	17	1.372243952	0.516031982
p6	smi	horizontal	18	2.119694843	0.341889062
p6	smi	horizontal	19	3.350098876	0.191933672
p6	smi	horizontal	20	5.387268248	-0.438100093
p6	smi	vertical	1	0.089770104	-6.457858357
p6	smi	vertical	2	0.09465138	-6.423183952
p6	smi	vertical	3	0.098513706	-6.469857747
p6	smi	vertical	4	0.102914884	-6.645059622
p6	smi	vertical	5	0.10813358	-6.320294762
p6	smi	vertical	6	0.116796272	-7.076346447
p6	smi	vertical	7	0.12297367	-5.692702887
p6	smi	vertical	8	0.133731681	-5.994033147
p6	smi	vertical	9	0.154394875	-6.020349127
p6	smi	vertical	10	0.178290566	-5.941930787
p6	smi	vertical	11	0.210106277	-5.160542487
p6	smi	vertical	12	0.258821158	-4.597667057
p6	smi	vertical	13	0.350875033	-3.531545277
p6	smi	vertical	14	0.49023461	-2.651672947
p6	smi	vertical	15	0.661110822	-2.039282987
p6	smi	vertical	16	0.923733425	-0.600009987
p6	smi	vertical	17	1.372243952	-0.355622512
p6	smi	vertical	18	2.119694843	0.213154543
p6	smi	vertical	19	3.350098876	0.559393243
p6	smi	vertical	20	5.387268248	1.279407188
p6	g2	horizontal	1	0.079576818	-10.39604225
p6	g2	horizontal	2	0.083664258	-8.57516223
p6	g2	horizontal	3	0.094915569	6.10211507
p6	g2	horizontal	4	0.097266084	-8.4092898
p6	g2	horizontal	5	0.09785615	-8.04332318
p6	g2	horizontal	6	0.100146537	-7.7897807
p6	g2	horizontal	7	0.104080065	3.902903655
p6	g2	horizontal	8	0.110588082	-1.14668016
p6	g2	horizontal	9	0.119276775	2.82477435
p6	g2	horizontal	10	0.134454444	-2.46498813
p6	g2	horizontal	11	0.156254038	-1.04226482
p6	g2	horizontal	12	0.191629023	-0.72799965
p6	g2	horizontal	13	0.246423734	-1.17667377
p6	g2	horizontal	14	0.339349941	-0.63853744
p6	g2	horizontal	15	0.471081889	-0.72385763
p6	g2	horizontal	16	0.690773587	-0.66534918
p6	g2	horizontal	17	1.075987533	-0.22823151
p6	g2	horizontal	18	1.751794728	-0.21442145
p6	g2	horizontal	19	3.030963606	-0.02151426
p6	g2	horizontal	20	5.247698078	0.1143958
p6	g2	vertical	1	0.079576818	-11.31756743
p6	g2	vertical	2	0.083664258	-12.89794443
p6	g2	vertical	3	0.094915569	-10.72719627
p6	g2	vertical	4	0.097266084	-8.40045447
p6	g2	vertical	5	0.09785615	-8.8490071
p6	g2	vertical	6	0.100146537	-9.198698025
p6	g2	vertical	7	0.104080065	-9.3447778
p6	g2	vertical	8	0.110588082	-7.10631666
p6	g2	vertical	9	0.119276775	-7.2320576
p6	g2	vertical	10	0.134454444	-5.70603144
p6	g2	vertical	11	0.156254038	-4.45765834
p6	g2	vertical	12	0.191629023	-3.28364876
p6	g2	vertical	13	0.246423734	-2.316877815
p6	g2	vertical	14	0.339349941	-1.63773773
p6	g2	vertical	15	0.471081889	-1.462804285
p6	g2	vertical	16	0.690773587	-0.82734775
p6	g2	vertical	17	1.075987533	-0.44617096
p6	g2	vertical	18	1.751794728	-0.06846671
p6	g2	vertical	19	3.030963606	0.19800261
p6	g2	vertical	20	5.247698078	1.16050648
p6	g3	horizontal	1	0.062618448	11.82300859
p6	g3	horizontal	2	0.06399653	11.24034955
p6	g3	horizontal	3	0.067931365	10.54297704
p6	g3	horizontal	4	0.072049244	9.42135824
p6	g3	horizontal	5	0.080980083	8.482475825
p6	g3	horizontal	6	0.083534564	7.15475743
p6	g3	horizontal	7	0.086284264	7.779132495
p6	g3	horizontal	8	0.092045518	6.98750307
p6	g3	horizontal	9	0.10233116	4.638417735
p6	g3	horizontal	10	0.119683815	2.648262765
p6	g3	horizontal	11	0.150242962	-0.23702433
p6	g3	horizontal	12	0.188338651	-0.426439295
p6	g3	horizontal	13	0.244314901	-0.39715153
p6	g3	horizontal	14	0.332757332	-0.31750495
p6	g3	horizontal	15	0.488365745	-0.2999167
p6	g3	horizontal	16	0.767179431	-0.29069362
p6	g3	horizontal	17	1.193591545	-0.091086585
p6	g3	horizontal	18	1.909319059	-0.24115736
p6	g3	horizontal	19	3.166058838	-0.23469203
p6	g3	horizontal	20	5.363910945	-0.20655309
p6	g3	vertical	1	0.062618448	-2.110030676
p6	g3	vertical	2	0.06399653	-2.320520941
p6	g3	vertical	3	0.067931365	-3.692304326
p6	g3	vertical	4	0.072049244	-4.334234166
p6	g3	vertical	5	0.080980083	-4.447036991
p6	g3	vertical	6	0.083534564	-5.308306091
p6	g3	vertical	7	0.086284264	-5.057443201
p6	g3	vertical	8	0.092045518	-5.109278521
p6	g3	vertical	9	0.10233116	-4.818345686
p6	g3	vertical	10	0.119683815	-3.945935911
p6	g3	vertical	11	0.150242962	-3.077638881
p6	g3	vertical	12	0.188338651	-2.083712456
p6	g3	vertical	13	0.244314901	-1.065777731
p6	g3	vertical	14	0.332757332	-0.430384421
p6	g3	vertical	15	0.488365745	0.037393894
p6	g3	vertical	16	0.767179431	0.362199444
p6	g3	vertical	17	1.193591545	0.541400939
p6	g3	vertical	18	1.909319059	0.618580889
p6	g3	vertical	19	3.166058838	0.547529564
p6	g3	vertical	20	5.363910945	0.141947039
p6	vps	horizontal	1	0.087169008	-2.317858858
p6	vps	horizontal	2	0.094856458	-1.299170513
p6	vps	horizontal	3	0.100286111	-1.623168863
p6	vps	horizontal	4	0.107391035	-1.226432623
p6	vps	horizontal	5	0.115203298	-1.124178393
p6	vps	horizontal	6	0.126076057	-0.651000018
p6	vps	horizontal	7	0.135892131	-0.516081133
p6	vps	horizontal	8	0.150853385	-0.341136338
p6	vps	horizontal	9	0.174270525	-0.177846883
p6	vps	horizontal	10	0.204216743	0.011373062
p6	vps	horizontal	11	0.24793115	0.143946922
p6	vps	horizontal	12	0.307242855	0.239576097
p6	vps	horizontal	13	0.395145107	0.076011462
p6	vps	horizontal	14	0.515068223	-0.397078488
p6	vps	horizontal	15	0.701538259	-0.421687643
p6	vps	horizontal	16	0.989128638	0.041073477
p6	vps	horizontal	17	1.413951646	-0.211517373
p6	vps	horizontal	18	2.106846213	0.018289357
p6	vps	horizontal	19	3.303715506	0.052719987
p6	vps	horizontal	20	5.57128072	0.132052072
p6	vps	vertical	1	0.087169008	-10.67491837
p6	vps	vertical	2	0.094856458	-9.203200381
p6	vps	vertical	3	0.100286111	-7.049356491
p6	vps	vertical	4	0.107391035	-6.732182061
p6	vps	vertical	5	0.115203298	-6.359319221
p6	vps	vertical	6	0.126076057	-6.768302416
p6	vps	vertical	7	0.135892131	-6.599765461
p6	vps	vertical	8	0.150853385	-6.307966176
p6	vps	vertical	9	0.174270525	-5.120187841
p6	vps	vertical	10	0.204216743	-5.548122736
p6	vps	vertical	11	0.24793115	-5.290434201
p6	vps	vertical	12	0.307242855	-4.234991471
p6	vps	vertical	13	0.395145107	-2.892755366
p6	vps	vertical	14	0.515068223	-2.054288601
p6	vps	vertical	15	0.701538259	-1.357879061
p6	vps	vertical	16	0.989128638	-0.836408986
p6	vps	vertical	17	1.413951646	-0.375531951
p6	vps	vertical	18	2.106846213	0.275663089
p6	vps	vertical	19	3.303715506	1.095856639
p6	vps	vertical	20	5.57128072	0.891007254
p7	invisible	horizontal	1	0.083888662	NaN
p7	invisible	horizontal	2	0.086801671	NaN
p7	invisible	horizontal	3	0.090610451	NaN
p7	invisible	horizontal	4	0.095329441	NaN
p7	invisible	horizontal	5	0.10018053	NaN
p7	invisible	horizontal	6	0.105385564	-20.05990782
p7	invisible	horizontal	7	0.115375586	-19.93402718
p7	invisible	horizontal	8	0.124961598	-18.99294068
p7	invisible	horizontal	9	0.14046608	-16.5668925
p7	invisible	horizontal	10	0.160011846	-14.16259684
p7	invisible	horizontal	11	0.186386945	-11.27749062
p7	invisible	horizontal	12	0.22722729	-9.067539214
p7	invisible	horizontal	13	0.276627071	-6.555006069
p7	invisible	horizontal	14	0.356222345	-4.324336414
p7	invisible	horizontal	15	0.487838908	-2.538578774
p7	invisible	horizontal	16	0.715557687	-1.249937924
p7	invisible	horizontal	17	1.098877693	-0.401150974
p7	invisible	horizontal	18	1.762620344	0.805508656
p7	invisible	horizontal	19	2.984463404	1.393802616
p7	invisible	horizontal	20	5.207773983	1.855456931
p7	invisible	vertical	1	0.083888662	-3.54486323
p7	invisible	vertical	2	0.086801671	-3.43332134
p7	invisible	vertical	3	0.090610451	-5.23131492
p7	invisible	vertical	4	0.095329441	-3.12660242
p7	invisible	vertical	5	0.10018053	-2.603098045
p7	invisible	vertical	6	0.105385564	-2.47851179
p7	invisible	vertical	7	0.115375586	-2.220184795
p7	invisible	vertical	8	0.124961598	-1.902441855
p7	invisible	vertical	9	0.14046608	-1.60431953
p7	invisible	vertical	10	0.160011846	-1.281999055
p7	invisible	vertical	11	0.186386945	-0.65659836
p7	invisible	vertical	12	0.22722729	-0.739509465
p7	invisible	vertical	13	0.276627071	-0.341887905
p7	invisible	vertical	14	0.356222345	-0.01231434
p7	invisible	vertical	15	0.487838908	-0.50266019
p7	invisible	vertical	16	0.715557687	-0.00953181
p7	invisible	vertical	17	1.098877693	0.159357035
p7	invisible	vertical	18	1.762620344	0.22694071
p7	invisible	vertical	19	2.984463404	0.22140028
p7	invisible	vertical	20	5.207773983	0.237090695
p7	neon	horizontal	1	0.029974402	4.938205973
p7	neon	horizontal	2	0.057881001	0.233675113
p7	neon	horizontal	3	0.059172096	0.376993393
p7	neon	horizontal	4	0.061763075	0.947908163
p7	neon	horizontal	5	0.066096714	0.831046268
p7	neon	horizontal	6	0.068803518	0.825178403
p7	neon	horizontal	7	0.072805419	0.802741283
p7	neon	horizontal	8	0.076460699	2.190756973
p7	neon	horizontal	9	0.078181524	2.170676643
p7	neon	horizontal	10	0.080526615	1.992057563
p7	neon	horizontal	11	0.085082565	1.282918948
p7	neon	horizontal	12	0.093893761	0.952570793
p7	neon	horizontal	13	0.10985964	0.694457303
p7	neon	horizontal	14	0.131656852	0.969206298
p7	neon	horizontal	15	0.174448411	0.676998983
p7	neon	horizontal	16	0.249796346	0.258541693
p7	neon	horizontal	17	0.428977827	-0.059039477
p7	neon	horizontal	18	0.796340103	-0.208986912
p7	neon	horizontal	19	1.587221511	-0.267048707
p7	neon	horizontal	20	3.318746597	-0.135287957
p7	neon	vertical	1	0.029974402	-1.982644442
p7	neon	vertical	2	0.057881001	-12.07853882
p7	neon	vertical	3	0.059172096	-12.28109095
p7	neon	vertical	4	0.061763075	-11.72725757
p7	neon	vertical	5	0.066096714	-10.55875253
p7	neon	vertical	6	0.068803518	-8.820488182
p7	neon	vertical	7	0.072805419	-8.634429682
p7	neon	vertical	8	0.076460699	-7.691610412
p7	neon	vertical	9	0.078181524	-7.569219152
p7	neon	vertical	10	0.080526615	-7.242351062
p7	neon	vertical	11	0.085082565	-7.055471702
p7	neon	vertical	12	0.093893761	-5.909953727
p7	neon	vertical	13	0.10985964	-5.354841902
p7	neon	vertical	14	0.131656852	-4.188084502
p7	neon	vertical	15	0.174448411	-2.517215372
p7	neon	vertical	16	0.249796346	-0.991575772
p7	neon	vertical	17	0.428977827	0.134394198
p7	neon	vertical	18	0.796340103	0.757716613
p7	neon	vertical	19	1.587221511	1.193855068
p7	neon	vertical	20	3.318746597	1.330583553
p7	smi	horizontal	1	0.091629243	-0.161712701
p7	smi	horizontal	2	0.095851626	0.269927029
p7	smi	horizontal	3	0.100082713	-0.080628846
p7	smi	horizontal	4	0.102346775	0.202812939
p7	smi	horizontal	5	0.106087831	-0.002482381
p7	smi	horizontal	6	0.111631928	-0.301537306
p7	smi	horizontal	7	0.118841959	-0.386410926
p7	smi	horizontal	8	0.127620836	-0.686653261
p7	smi	horizontal	9	0.142621812	-0.543529536
p7	smi	horizontal	10	0.160486395	-0.389463146
p7	smi	horizontal	11	0.178934221	-0.408228231
p7	smi	horizontal	12	0.206432835	-0.239775256
p7	smi	horizontal	13	0.260960142	-0.304142641
p7	smi	horizontal	14	0.341845334	-0.256677741
p7	smi	horizontal	15	0.47042173	-0.035368386
p7	smi	horizontal	16	0.697847078	-0.036026206
p7	smi	horizontal	17	1.083200838	-0.021824196
p7	smi	horizontal	18	1.793726375	-0.045946206
p7	smi	horizontal	19	3.092925531	-0.001415386
p7	smi	horizontal	20	5.404952036	0.101309014
p7	smi	vertical	1	0.091629243	-6.972492253
p7	smi	vertical	2	0.095851626	-6.907192043
p7	smi	vertical	3	0.100082713	-6.684651258
p7	smi	vertical	4	0.102346775	-6.805431918
p7	smi	vertical	5	0.106087831	-5.936932643
p7	smi	vertical	6	0.111631928	-6.718510018
p7	smi	vertical	7	0.118841959	-5.792843268
p7	smi	vertical	8	0.127620836	-5.691234058
p7	smi	vertical	9	0.142621812	-5.086026238
p7	smi	vertical	10	0.160486395	-4.551409328
p7	smi	vertical	11	0.178934221	-3.891960873
p7	smi	vertical	12	0.206432835	-3.300272453
p7	smi	vertical	13	0.260960142	-2.447256118
p7	smi	vertical	14	0.341845334	-1.699023633
p7	smi	vertical	15	0.47042173	-0.997077738
p7	smi	vertical	16	0.697847078	-0.643756998
p7	smi	vertical	17	1.083200838	0.069987632
p7	smi	vertical	18	1.793726375	0.386885752
p7	smi	vertical	19	3.092925531	0.665019187
p7	smi	vertical	20	5.404952036	0.847468537
p7	g2	horizontal	1	0.063578041	NaN
p7	g2	horizontal	2	0.064619998	NaN
p7	g2	horizontal	3	0.06898451	-9.621830886
p7	g2	horizontal	4	0.072531256	-8.957880681
p7	g2	horizontal	5	0.077788321	-7.855298891
p7	g2	horizontal	6	0.086858934	-5.960338981
p7	g2	horizontal	7	0.09688503	-5.968591661
p7	g2	horizontal	8	0.106045919	-4.674350151
p7	g2	horizontal	9	0.120191643	-3.552328601
p7	g2	horizontal	10	0.141869949	0.532015809
p7	g2	horizontal	11	0.163951757	0.628165339
p7	g2	horizontal	12	0.19958692	0.218112634
p7	g2	horizontal	13	0.262406193	0.113167689
p7	g2	horizontal	14	0.362504973	-0.073462971
p7	g2	horizontal	15	0.505324244	-0.188037031
p7	g2	horizontal	16	0.757201504	-0.061023111
p7	g2	horizontal	17	1.163969026	0.005787519
p7	g2	horizontal	18	1.869895477	0.046877424
p7	g2	horizontal	19	3.144009958	0.143283669
p7	g2	horizontal	20	5.42013405	0.164934314
p7	g2	vertical	1	0.063578041	NaN
p7	g2	vertical	2	0.064619998	NaN
p7	g2	vertical	3	0.06898451	-11.83325856
p7	g2	vertical	4	0.072531256	-11.74439059
p7	g2	vertical	5	0.077788321	-10.75602324
p7	g2	vertical	6	0.086858934	-8.277153742
p7	g2	vertical	7	0.09688503	-7.492658852
p7	g2	vertical	8	0.106045919	-6.846508542
p7	g2	vertical	9	0.120191643	-5.890610062
p7	g2	vertical	10	0.141869949	-3.847156302
p7	g2	vertical	11	0.163951757	-2.282857802
p7	g2	vertical	12	0.19958692	-0.588326702
p7	g2	vertical	13	0.262406193	0.008982478
p7	g2	vertical	14	0.362504973	0.439368108
p7	g2	vertical	15	0.505324244	0.163445578
p7	g2	vertical	16	0.757201504	0.081173368
p7	g2	vertical	17	1.163969026	0.307415188
p7	g2	vertical	18	1.869895477	0.336052468
p7	g2	vertical	19	3.144009958	0.326068568
p7	g2	vertical	20	5.42013405	0.315813718
p7	g3	horizontal	1	0.056857143	-13.67505852
p7	g3	horizontal	2	0.06145609	-12.2191982
p7	g3	horizontal	3	0.070457642	-10.60935248
p7	g3	horizontal	4	0.078676416	-10.02743354
p7	g3	horizontal	5	0.081830859	-8.338506739
p7	g3	horizontal	6	0.085969588	5.418764196
p7	g3	horizontal	7	0.090794588	4.687981221
p7	g3	horizontal	8	0.099484599	3.886702521
p7	g3	horizontal	9	0.111611638	-0.164396949
p7	g3	horizontal	10	0.138403727	-0.515353364
p7	g3	horizontal	11	0.16759064	-0.182546159
p7	g3	horizontal	12	0.207650638	-0.028065459
p7	g3	horizontal	13	0.272173006	-0.034338254
p7	g3	horizontal	14	0.370417803	0.059785516
p7	g3	horizontal	15	0.522816726	0.135351706
p7	g3	horizontal	16	0.761404519	0.147469956
p7	g3	horizontal	17	1.166073789	0.221818056
p7	g3	horizontal	18	1.886617192	0.109145951
p7	g3	horizontal	19	3.134346216	0.185067256
p7	g3	horizontal	20	5.391442309	0.223378786
p7	g3	vertical	1	0.056857143	-8.91308886
p7	g3	vertical	2	0.06145609	-8.32928708
p7	g3	vertical	3	0.070457642	-7.48889378
p7	g3	vertical	4	0.078676416	-8.535584655
p7	g3	vertical	5	0.081830859	-8.06423315
p7	g3	vertical	6	0.085969588	-2.96371129
p7	g3	vertical	7	0.090794588	-4.828314005
p7	g3	vertical	8	0.099484599	-4.173440415
p7	g3	vertical	9	0.111611638	-3.640594055
p7	g3	vertical	10	0.138403727	-3.15204575
p7	g3	vertical	11	0.16759064	-1.91792793
p7	g3	vertical	12	0.207650638	-1.43186494
p7	g3	vertical	13	0.272173006	-0.933910335
p7	g3	vertical	14	0.370417803	-0.377834815
p7	g3	vertical	15	0.522816726	-0.309997315
p7	g3	vertical	16	0.761404519	-0.047237295
p7	g3	vertical	17	1.166073789	0.35993793
p7	g3	vertical	18	1.886617192	0.36429349
p7	g3	vertical	19	3.134346216	0.48484961
p7	g3	vertical	20	5.391442309	0.41598683
p7	vps	horizontal	1	0.070146601	0.08934787
p7	vps	horizontal	2	0.071305043	-1.035460845
p7	vps	horizontal	3	0.073079891	-0.335800455
p7	vps	horizontal	4	0.074896684	-0.11973979
p7	vps	horizontal	5	0.08087388	0.118255895
p7	vps	horizontal	6	0.089171455	0.139359295
p7	vps	horizontal	7	0.095736974	-0.040024155
p7	vps	horizontal	8	0.106774784	-0.15195783
p7	vps	horizontal	9	0.120049386	-0.21577466
p7	vps	horizontal	10	0.139943702	-0.15800261
p7	vps	horizontal	11	0.167985949	0.013296915
p7	vps	horizontal	12	0.21113439	0.029991215
p7	vps	horizontal	13	0.269384293	-0.047019735
