subject	glasses	component	bin	distance	offset
p3	neon	vertical	8	0.170952414	-3.387808461
p3	neon	vertical	9	0.185121688	-2.741518291
p3	neon	vertical	10	0.20073803	-3.408897211
p3	neon	vertical	11	0.219644947	-2.480774171
p3	neon	vertical	12	0.250233827	-2.003514011
p3	neon	vertical	13	0.288502496	-1.552367601
p3	neon	vertical	14	0.344799895	-0.850015031
p3	neon	vertical	15	0.427892283	-0.133858536
p3	neon	vertical	16	0.549703391	-0.096969301
p3	neon	vertical	17	0.728631677	0.244823789
p3	neon	vertical	18	1.035295955	0.181854449
p3	neon	vertical	19	1.622756302	0.314530604
p3	neon	vertical	20	2.816940333	0.529512174
p3	smi	horizontal	1	0.13135356	1.009932386
p3	smi	horizontal	2	0.134331584	0.954025971
p3	smi	horizontal	3	0.14114946	0.956018951
p3	smi	horizontal	4	0.148439117	-0.411355439
p3	smi	horizontal	5	0.153549589	-0.375671324
p3	smi	horizontal	6	0.165315041	0.329786821
p3	smi	horizontal	7	0.181420156	-0.112392489
p3	smi	horizontal	8	0.190832734	0.010249861
p3	smi	horizontal	9	0.210312476	0.514357571
p3	smi	horizontal	10	0.22716503	0.362184551
p3	smi	horizontal	11	0.25814212	0.351106141
p3	smi	horizontal	12	0.307595894	0.348743621
p3	smi	horizontal	13	0.387014153	0.243868191
p3	smi	horizontal	14	0.520921574	0.202074976
p3	smi	horizontal	15	0.695138455	0.179268921
p3	smi	horizontal	16	0.963423543	0.200269491
p3	smi	horizontal	17	1.405816914	-0.053463959
p3	smi	horizontal	18	2.09893335	-0.049172209
p3	smi	horizontal	19	3.26929906	-0.084284479
p3	smi	horizontal	20	5.286185858	-0.047228694
p3	smi	vertical	1	0.13135356	-6.084806503
p3	smi	vertical	2	0.134331584	-5.935600953
p3	smi	vertical	3	0.14114946	-5.681094073
p3	smi	vertical	4	0.148439117	-4.019250923
p3	smi	vertical	5	0.153549589	-4.104750098
p3	smi	vertical	6	0.165315041	-3.823337353
p3	smi	vertical	7	0.181420156	-4.410278173
p3	smi	vertical	8	0.190832734	-5.226386603
p3	smi	vertical	9	0.210312476	-4.245674823
p3	smi	vertical	10	0.22716503	-3.976994573
p3	smi	vertical	11	0.25814212	-3.406118413
p3	smi	vertical	12	0.307595894	-2.608192533
p3	smi	vertical	13	0.387014153	-2.044630403
p3	smi	vertical	14	0.520921574	-1.358108678
p3	smi	vertical	15	0.695138455	-0.807096983
p3	smi	vertical	16	0.963423543	-0.498265683
p3	smi	vertical	17	1.405816914	-0.031556843
p3	smi	vertical	18	2.09893335	0.232142367
p3	smi	vertical	19	3.26929906	0.508597107
p3	smi	vertical	20	5.286185858	0.712833597
p3	g2	horizontal	1	0.120223087	2.745927803
p3	g2	horizontal	2	0.124225144	2.827275053
p3	g2	horizontal	3	0.127003584	4.021747583
p3	g2	horizontal	4	0.128128768	4.415257983
p3	g2	horizontal	5	0.129689654	4.327982713
p3	g2	horizontal	6	0.133480285	3.927635708
p3	g2	horizontal	7	0.137973095	2.976439113
p3	g2	horizontal	8	0.1467001	1.096437533
p3	g2	horizontal	9	0.15885073	1.043646728
p3	g2	horizontal	10	0.181296596	1.043996873
p3	g2	horizontal	11	0.213901089	0.710718803
p3	g2	horizontal	12	0.266307348	0.278675158
p3	g2	horizontal	13	0.339901427	-0.055998472
p3	g2	horizontal	14	0.45822365	0.069949863
p3	g2	horizontal	15	0.63394814	-0.174212762
p3	g2	horizontal	16	0.902416035	-0.035255457
p3	g2	horizontal	17	1.366409836	0.114737233
p3	g2	horizontal	18	2.086945363	-0.045497737
p3	g2	horizontal	19	3.290488054	-0.312508917
p3	g2	horizontal	20	5.269781711	-0.233168147
p3	g2	vertical	1	0.120223087	-6.332971817
p3	g2	vertical	2	0.124225144	-6.066633512
p3	g2	vertical	3	0.127003584	-4.755188872
p3	g2	vertical	4	0.128128768	-5.040883197
p3	g2	vertical	5	0.129689654	-4.800369002
p3	g2	vertical	6	0.133480285	-4.667857327
p3	g2	vertical	7	0.137973095	-4.131285922
p3	g2	vertical	8	0.1467001	-4.198752822
p3	g2	vertical	9	0.15885073	-3.831564222
p3	g2	vertical	10	0.181296596	-3.062856112
p3	g2	vertical	11	0.213901089	-2.852185312
p3	g2	vertical	12	0.266307348	-2.673574627
p3	g2	vertical	13	0.339901427	-1.751618992
p3	g2	vertical	14	0.45822365	-1.196542312
p3	g2	vertical	15	0.63394814	-1.365536657
p3	g2	vertical	16	0.902416035	-1.025363322
p3	g2	vertical	17	1.366409836	-0.789320982
p3	g2	vertical	18	2.086945363	-0.692008272
p3	g2	vertical	19	3.290488054	0.255326158
p3	g2	vertical	20	5.269781711	0.917354658
p3	g3	horizontal	1	0.12565044	2.08266303
p3	g3	horizontal	2	0.13487843	1.989035265
p3	g3	horizontal	3	0.145630791	-0.26635222
p3	g3	horizontal	4	0.156019297	-0.14876375
p3	g3	horizontal	5	0.164978054	-0.14610693
p3	g3	horizontal	6	0.178797218	-0.112017815
p3	g3	horizontal	7	0.184609217	0.078530545
p3	g3	horizontal	8	0.197498884	-0.14255135
p3	g3	horizontal	9	0.216193386	-0.32078369
p3	g3	horizontal	10	0.248276894	-0.18721503
p3	g3	horizontal	11	0.291036323	-0.119676035
p3	g3	horizontal	12	0.352561258	-0.182611685
p3	g3	horizontal	13	0.436658697	-0.110306335
p3	g3	horizontal	14	0.550209166	-0.144656195
p3	g3	horizontal	15	0.714205767	-0.22728523
p3	g3	horizontal	16	0.964605214	-0.205122255
p3	g3	horizontal	17	1.343465138	-0.054519485
p3	g3	horizontal	18	1.984026594	0.018523715
p3	g3	horizontal	19	3.035317171	0.00858718
p3	g3	horizontal	20	4.967313915	0.02712693
p3	g3	vertical	1	0.12565044	-3.504121056
p3	g3	vertical	2	0.13487843	-4.400245936
p3	g3	vertical	3	0.145630791	-3.055576921
p3	g3	vertical	4	0.156019297	-2.895598821
p3	g3	vertical	5	0.164978054	-1.978761261
p3	g3	vertical	6	0.178797218	-2.704014161
p3	g3	vertical	7	0.184609217	-2.472917916
p3	g3	vertical	8	0.197498884	-1.758081861
p3	g3	vertical	9	0.216193386	-1.456384726
p3	g3	vertical	10	0.248276894	-1.299990806
p3	g3	vertical	11	0.291036323	-1.198230566
p3	g3	vertical	12	0.352561258	-0.978039191
p3	g3	vertical	13	0.436658697	-0.924462736
p3	g3	vertical	14	0.550209166	-0.690685661
p3	g3	vertical	15	0.714205767	-0.556079026
p3	g3	vertical	16	0.964605214	-0.300511626
p3	g3	vertical	17	1.343465138	-0.053369991
p3	g3	vertical	18	1.984026594	0.156984549
p3	g3	vertical	19	3.035317171	0.376287319
p3	g3	vertical	20	4.967313915	0.256903824
p3	vps	horizontal	1	0.123562254	0.359657963
p3	vps	horizontal	2	0.137095079	0.341256413
p3	vps	horizontal	3	0.150679391	1.052791273
p3	vps	horizontal	4	0.161938882	-0.393015837
p3	vps	horizontal	5	0.174906806	-0.798279362
p3	vps	horizontal	6	0.191816224	-0.662183887
p3	vps	horizontal	7	0.208973647	-1.005387582
p3	vps	horizontal	8	0.232810347	-1.306905472
p3	vps	horizontal	9	0.260989635	-1.072531502
p3	vps	horizontal	10	0.299808779	-0.987871472
p3	vps	horizontal	11	0.356725414	-0.898611027
p3	vps	horizontal	12	0.425780168	-1.068919257
p3	vps	horizontal	13	0.524445362	-0.560939602
p3	vps	horizontal	14	0.655827612	-0.776558917
p3	vps	horizontal	15	0.836766478	-0.779826787
p3	vps	horizontal	16	1.122765467	-0.388003307
p3	vps	horizontal	17	1.56366317	-0.253043437
p3	vps	horizontal	18	2.271934222	-0.182970577
p3	vps	horizontal	19	3.426830948	-0.018352622
p3	vps	horizontal	20	5.326267506	0.288750568
p3	vps	vertical	1	0.123562254	9.898147921
p3	vps	vertical	2	0.137095079	9.845595306
p3	vps	vertical	3	0.150679391	9.170226631
p3	vps	vertical	4	0.161938882	6.334992781
p3	vps	vertical	5	0.174906806	5.097451596
p3	vps	vertical	6	0.191816224	4.696760606
p3	vps	vertical	7	0.208973647	3.945773901
p3	vps	vertical	8	0.232810347	3.013332426
p3	vps	vertical	9	0.260989635	2.538745021
p3	vps	vertical	10	0.299808779	1.930942546
p3	vps	vertical	11	0.356725414	1.559791531
p3	vps	vertical	12	0.425780168	1.054670746
p3	vps	vertical	13	0.524445362	1.244903651
p3	vps	vertical	14	0.655827612	0.791072651
p3	vps	vertical	15	0.836766478	0.230857961
p3	vps	vertical	16	1.122765467	0.094579206
p3	vps	vertical	17	1.56366317	-0.179460939
p3	vps	vertical	18	2.271934222	-0.248412694
p3	vps	vertical	19	3.426830948	-0.478482119
p3	vps	vertical	20	5.326267506	-0.930258954
p4	invisible	horizontal	1	0.235317232	-10.74923426
p4	invisible	horizontal	2	0.237963001	-10.17919367
p4	invisible	horizontal	3	0.238905172	-9.678836153
p4	invisible	horizontal	4	0.239367387	-9.751359473
p4	invisible	horizontal	5	0.240706854	-9.958064433
p4	invisible	horizontal	6	0.242889505	-9.736517028
p4	invisible	horizontal	7	0.244861056	-9.374607688
p4	invisible	horizontal	8	0.247587989	-9.425546833
p4	invisible	horizontal	9	0.251880779	-9.149847023
p4	invisible	horizontal	10	0.25981916	-8.964152273
p4	invisible	horizontal	11	0.273788659	-8.264187923
p4	invisible	horizontal	12	0.300168034	-7.505836413
p4	invisible	horizontal	13	0.345795459	-6.105091868
p4	invisible	horizontal	14	0.428690858	-4.016391073
p4	invisible	horizontal	15	0.590534902	-2.317377293
p4	invisible	horizontal	16	0.845980399	-1.224496483
p4	invisible	horizontal	17	1.238546488	-0.411854663
p4	invisible	horizontal	18	1.954282938	1.151023452
p4	invisible	horizontal	19	3.230193677	1.258149607
p4	invisible	horizontal	20	5.573959996	1.527297897
p4	invisible	vertical	1	0.235317232	-0.328860938
p4	invisible	vertical	2	0.237963001	-0.714777508
p4	invisible	vertical	3	0.238905172	-0.981645638
p4	invisible	vertical	4	0.239367387	-1.011220308
p4	invisible	vertical	5	0.240706854	-0.949282798
p4	invisible	vertical	6	0.242889505	-0.717006203
p4	invisible	vertical	7	0.244861056	-0.281717923
p4	invisible	vertical	8	0.247587989	-0.347974528
p4	invisible	vertical	9	0.251880779	-0.396230028
p4	invisible	vertical	10	0.25981916	-0.427354538
p4	invisible	vertical	11	0.273788659	-0.406062908
p4	invisible	vertical	12	0.300168034	-0.446151078
p4	invisible	vertical	13	0.345795459	-0.621765053
p4	invisible	vertical	14	0.428690858	-0.422766928
p4	invisible	vertical	15	0.590534902	-0.551394898
p4	invisible	vertical	16	0.845980399	-0.318049758
p4	invisible	vertical	17	1.238546488	-0.089896338
p4	invisible	vertical	18	1.954282938	-0.225082138
p4	invisible	vertical	19	3.230193677	0.039524542
p4	invisible	vertical	20	5.573959996	0.226962292
p4	neon	horizontal	1	0.261703442	1.049478639
p4	neon	horizontal	2	0.262854455	0.880761774
p4	neon	horizontal	3	0.263303235	0.537122744
p4	neon	horizontal	4	0.264662923	0.593240554
p4	neon	horizontal	5	0.266394197	0.618614494
p4	neon	horizontal	6	0.270006363	0.537634174
p4	neon	horizontal	7	0.271301399	0.509279384
p4	neon	horizontal	8	0.274062687	0.484154384
p4	neon	horizontal	9	0.2779157	0.438175589
p4	neon	horizontal	10	0.281367396	0.443756834
p4	neon	horizontal	11	0.285393913	0.444466004
p4	neon	horizontal	12	0.294075847	0.483141869
p4	neon	horizontal	13	0.308143757	0.449562794
p4	neon	horizontal	14	0.331094088	0.392140579
p4	neon	horizontal	15	0.368933067	0.296311944
p4	neon	horizontal	16	0.444493142	0.138867444
p4	neon	horizontal	17	0.605390695	0.059688514
p4	neon	horizontal	18	0.922645974	-0.033637796
p4	neon	horizontal	19	1.578796006	-0.120853906
p4	neon	horizontal	20	3.09613813	-0.067459546
p4	neon	vertical	1	0.261703442	-2.056506802
p4	neon	vertical	2	0.262854455	-2.007156022
p4	neon	vertical	3	0.263303235	-2.282643462
p4	neon	vertical	4	0.264662923	-2.290959182
p4	neon	vertical	5	0.266394197	-2.143033312
p4	neon	vertical	6	0.270006363	-1.987321612
p4	neon	vertical	7	0.271301399	-0.882815992
p4	neon	vertical	8	0.274062687	-1.911307082
p4	neon	vertical	9	0.2779157	-1.750227977
p4	neon	vertical	10	0.281367396	-1.748630202
p4	neon	vertical	11	0.285393913	-1.603366532
p4	neon	vertical	12	0.294075847	-1.648387052
p4	neon	vertical	13	0.308143757	-1.582712037
p4	neon	vertical	14	0.331094088	-1.556678677
p4	neon	vertical	15	0.368933067	-1.142548922
p4	neon	vertical	16	0.444493142	-0.832288242
p4	neon	vertical	17	0.605390695	-0.432805022
p4	neon	vertical	18	0.922645974	0.011012518
p4	neon	vertical	19	1.578796006	0.277432898
p4	neon	vertical	20	3.09613813	0.581889763
p4	smi	horizontal	1	0.239360715	-0.07720029
p4	smi	horizontal	2	0.242482748	-0.046283795
p4	smi	horizontal	3	0.253538382	0.044592215
p4	smi	horizontal	4	0.258023899	-0.011336145
p4	smi	horizontal	5	0.260310715	-0.020813305
p4	smi	horizontal	6	0.264262675	-0.10468808
p4	smi	horizontal	7	0.267049758	-0.086664145
p4	smi	horizontal	8	0.272460616	-0.16026474
p4	smi	horizontal	9	0.278676706	-0.140894625
p4	smi	horizontal	10	0.286583199	-0.053463235
p4	smi	horizontal	11	0.298677771	-0.06826798
p4	smi	horizontal	12	0.321665536	-0.14561271
p4	smi	horizontal	13	0.367402122	-0.18019656
p4	smi	horizontal	14	0.455822138	-0.11159784
p4	smi	horizontal	15	0.632312527	-0.068313995
p4	smi	horizontal	16	0.907392184	-0.010330385
p4	smi	horizontal	17	1.326545035	-0.064143485
p4	smi	horizontal	18	2.019848262	-0.012031335
p4	smi	horizontal	19	3.276355502	-0.026081185
p4	smi	horizontal	20	5.534285234	0.061391465
p4	smi	vertical	1	0.239360715	-3.993800759
p4	smi	vertical	2	0.242482748	-3.858111964
p4	smi	vertical	3	0.253538382	-3.642125429
p4	smi	vertical	4	0.258023899	-3.886327839
p4	smi	vertical	5	0.260310715	-3.980578289
p4	smi	vertical	6	0.264262675	-3.742917214
p4	smi	vertical	7	0.267049758	-3.714072489
p4	smi	vertical	8	0.272460616	-3.722287979
p4	smi	vertical	9	0.278676706	-4.000044569
p4	smi	vertical	10	0.286583199	-3.195881659
p4	smi	vertical	11	0.298677771	-3.203505114
p4	smi	vertical	12	0.321665536	-2.846944979
p4	smi	vertical	13	0.367402122	-2.520874569
p4	smi	vertical	14	0.455822138	-2.082776864
p4	smi	vertical	15	0.632312527	-1.404958239
p4	smi	vertical	16	0.907392184	-0.840050659
p4	smi	vertical	17	1.326545035	-0.277428759
p4	smi	vertical	18	2.019848262	0.169166761
p4	smi	vertical	19	3.276355502	0.468419141
p4	smi	vertical	20	5.534285234	0.882388681
p4	g2	horizontal	1	0.228546332	0.096189757
p4	g2	horizontal	2	0.230122474	0.111950642
p4	g2	horizontal	3	0.233356662	0.235866072
p4	g2	horizontal	4	0.239335203	0.313566202
p4	g2	horizontal	5	0.250923255	0.171837122
p4	g2	horizontal	6	0.266867538	0.248916442
p4	g2	horizontal	7	0.268267222	-0.058940928
p4	g2	horizontal	8	0.272836949	-0.096981183
p4	g2	horizontal	9	0.283308933	-0.145849338
p4	g2	horizontal	10	0.295975243	0.199216342
p4	g2	horizontal	11	0.30629669	0.050687377
p4	g2	horizontal	12	0.329374012	0.162099962
p4	g2	horizontal	13	0.376611327	0.238076602
p4	g2	horizontal	14	0.457714396	-0.002248118
p4	g2	horizontal	15	0.6080483	-0.163188083
p4	g2	horizontal	16	0.839150485	-0.087261518
p4	g2	horizontal	17	1.241030937	-0.005550933
p4	g2	horizontal	18	1.970873365	-0.012581183
p4	g2	horizontal	19	3.279351619	-0.057045488
p4	g2	horizontal	20	5.638117983	0.013781242
p4	g2	vertical	1	0.228546332	-1.6231786
p4	g2	vertical	2	0.230122474	-1.69078166
p4	g2	vertical	3	0.233356662	-1.750518425
p4	g2	vertical	4	0.239335203	-1.854432395
p4	g2	vertical	5	0.250923255	-1.89436857
p4	g2	vertical	6	0.266867538	-1.3054075
p4	g2	vertical	7	0.268267222	-1.27908298
p4	g2	vertical	8	0.272836949	-1.434291595
p4	g2	vertical	9	0.283308933	-1.081708795
p4	g2	vertical	10	0.295975243	-1.283853645
p4	g2	vertical	11	0.30629669	-1.28228367
p4	g2	vertical	12	0.329374012	-1.035399295
p4	g2	vertical	13	0.376611327	-1.133023385
p4	g2	vertical	14	0.457714396	-1.048302955
p4	g2	vertical	15	0.6080483	-0.722853895
p4	g2	vertical	16	0.839150485	-0.798073645
p4	g2	vertical	17	1.241030937	-0.49582323
p4	g2	vertical	18	1.970873365	-0.514113765
p4	g2	vertical	19	3.279351619	-0.03880119
p4	g2	vertical	20	5.638117983	0.47745962
p4	g3	horizontal	1	0.229142638	-0.543455626
p4	g3	horizontal	2	0.231552213	-0.831851156
p4	g3	horizontal	3	0.240926932	-0.304426776
p4	g3	horizontal	4	0.246274629	-0.140789751
p4	g3	horizontal	5	0.253125091	-0.472494336
p4	g3	horizontal	6	0.257567151	-0.566670311
p4	g3	horizontal	7	0.262967579	-0.375234551
p4	g3	horizontal	8	0.274369013	-0.297490386
p4	g3	horizontal	9	0.291303191	-0.406054741
p4	g3	horizontal	10	0.302806607	-0.112683136
p4	g3	horizontal	11	0.318107085	-0.118471221
p4	g3	horizontal	12	0.341196464	-0.103976961
p4	g3	horizontal	13	0.384536644	-0.134948911
p4	g3	horizontal	14	0.46056724	-0.152956196
p4	g3	horizontal	15	0.614630977	-0.125348096
p4	g3	horizontal	16	0.858065527	-0.026875671
p4	g3	horizontal	17	1.258621534	-0.026544661
p4	g3	horizontal	18	1.980733497	0.065887144
p4	g3	horizontal	19	3.262929021	0.053714024
p4	g3	horizontal	20	5.689981639	0.136233644
p4	g3	vertical	1	0.229142638	-2.622193182
p4	g3	vertical	2	0.231552213	-2.296649047
p4	g3	vertical	3	0.240926932	-1.549636282
p4	g3	vertical	4	0.246274629	-2.666336822
p4	g3	vertical	5	0.253125091	-1.492698357
p4	g3	vertical	6	0.257567151	-2.280797917
p4	g3	vertical	7	0.262967579	-1.777571437
p4	g3	vertical	8	0.274369013	-2.163582457
p4	g3	vertical	9	0.291303191	-1.326341297
p4	g3	vertical	10	0.302806607	-1.360917357
p4	g3	vertical	11	0.318107085	-0.710872332
p4	g3	vertical	12	0.341196464	-0.959550892
p4	g3	vertical	13	0.384536644	-1.417298812
p4	g3	vertical	14	0.46056724	-1.139875987
p4	g3	vertical	15	0.614630977	-0.460715502
p4	g3	vertical	16	0.858065527	-0.185201062
p4	g3	vertical	17	1.258621534	-0.234090917
p4	g3	vertical	18	1.980733497	0.123820073
p4	g3	vertical	19	3.262929021	0.232265673
p4	g3	vertical	20	5.689981639	0.516031328
p4	vps	horizontal	1	0.237875706	-0.415271713
p4	vps	horizontal	2	0.241714631	-1.892037548
p4	vps	horizontal	3	0.252294195	1.780632617
p4	vps	horizontal	4	0.263966051	3.066391697
p4	vps	horizontal	5	0.283943633	4.845862607
p4	vps	horizontal	6	0.310270344	0.030933997
p4	vps	horizontal	7	0.313280742	0.135687627
p4	vps	horizontal	8	0.322849297	0.708419912
p4	vps	horizontal	9	0.34259899	0.882917972
p4	vps	horizontal	10	0.382288892	1.155794407
p4	vps	horizontal	11	0.412468136	0.133528772
p4	vps	horizontal	12	0.423327267	0.223223077
p4	vps	horizontal	13	0.458107233	3.478379622
p4	vps	horizontal	14	0.521166451	0.971293697
p4	vps	horizontal	15	0.6342207	0.348107727
p4	vps	horizontal	16	0.867135773	0.193884762
p4	vps	horizontal	17	1.256996384	0.362299507
p4	vps	horizontal	18	1.977385467	0.024042957
p4	vps	horizontal	19	3.330316252	-0.291486758
p4	vps	horizontal	20	5.663810594	-0.452167763
p4	vps	vertical	1	0.237875706	1.523178443
p4	vps	vertical	2	0.241714631	1.567580618
p4	vps	vertical	3	0.252294195	1.627961303
p4	vps	vertical	4	0.263966051	1.728241763
p4	vps	vertical	5	0.283943633	1.522210563
p4	vps	vertical	6	0.310270344	-6.060077582
p4	vps	vertical	7	0.313280742	-6.253557662
p4	vps	vertical	8	0.322849297	-5.971508062
p4	vps	vertical	9	0.34259899	-5.864251382
p4	vps	vertical	10	0.382288892	-5.503709557
p4	vps	vertical	11	0.412468136	-2.174696357
p4	vps	vertical	12	0.423327267	-1.606381347
p4	vps	vertical	13	0.458107233	-1.764819837
p4	vps	vertical	14	0.521166451	-2.118602867
p4	vps	vertical	15	0.6342207	-1.841082837
p4	vps	vertical	16	0.867135773	-1.495185037
p4	vps	vertical	17	1.256996384	-0.752609477
p4	vps	vertical	18	1.977385467	-0.374638507
p4	vps	vertical	19	3.330316252	0.313605893
p4	vps	vertical	20	5.663810594	0.122845153
p5	invisible	horizontal	1	0.085954148	NaN
p5	invisible	horizontal	2	0.090617321	NaN
p5	invisible	horizontal	3	0.095355021	NaN
p5	invisible	horizontal	4	0.103612494	NaN
p5	invisible	horizontal	5	0.112756499	NaN
p5	invisible	horizontal	6	0.123743388	NaN
p5	invisible	horizontal	7	0.138567527	-16.83489684
p5	invisible	horizontal	8	0.156837937	-15.49361068
p5	invisible	horizontal	9	0.177538688	-13.42790935
p5	invisible	horizontal	10	0.207474708	-11.33334534
p5	invisible	horizontal	11	0.237325299	-9.156419577
p5	invisible	horizontal	12	0.279755032	-7.352888037
p5	invisible	horizontal	13	0.346886178	-5.507951787
p5	invisible	horizontal	14	0.456590497	-3.718998982
p5	invisible	horizontal	15	0.589901283	-2.242613327
p5	invisible	horizontal	16	0.825288201	-1.250140027
p5	invisible	horizontal	17	1.199952249	-0.401413402
p5	invisible	horizontal	18	1.800287723	0.493002753
p5	invisible	horizontal	19	2.895893064	0.983869743
p5	invisible	horizontal	20	5.154465517	1.317601013
p5	invisible	vertical	1	0.085954148	-5.975108928
p5	invisible	vertical	2	0.090617321	-5.991794098
p5	invisible	vertical	3	0.095355021	-5.746267658
p5	invisible	vertical	4	0.103612494	-5.508809438
p5	invisible	vertical	5	0.112756499	-5.027864558
p5	invisible	vertical	6	0.123743388	-4.178172033
p5	invisible	vertical	7	0.138567527	-4.466185198
p5	invisible	vertical	8	0.156837937	-3.377675768
p5	invisible	vertical	9	0.177538688	-2.353388368
p5	invisible	vertical	10	0.207474708	-2.059042288
p5	invisible	vertical	11	0.237325299	-1.508357508
p5	invisible	vertical	12	0.279755032	-1.173217658
p5	invisible	vertical	13	0.346886178	-1.132473028
p5	invisible	vertical	14	0.456590497	-0.830196528
p5	invisible	vertical	15	0.589901283	-0.322967138
p5	invisible	vertical	16	0.825288201	0.055911102
p5	invisible	vertical	17	1.199952249	0.111899407
p5	invisible	vertical	18	1.800287723	0.345850492
p5	invisible	vertical	19	2.895893064	0.402713062
p5	invisible	vertical	20	5.154465517	0.341185282
p5	neon	horizontal	1	0.021961825	NaN
p5	neon	horizontal	2	0.06691245	1.411428875
p5	neon	horizontal	3	0.068868084	1.018541565
p5	neon	horizontal	4	0.06980288	-1.116237195
p5	neon	horizontal	5	0.071593518	-0.790620575
p5	neon	horizontal	6	0.074082518	0.844800115
p5	neon	horizontal	7	0.07763072	-0.84101168
p5	neon	horizontal	8	0.07852527	-0.979344355
p5	neon	horizontal	9	0.081157657	0.264980625
p5	neon	horizontal	10	0.084746626	-0.16735946
p5	neon	horizontal	11	0.091803513	0.084035725
p5	neon	horizontal	12	0.100895515	0.452659855
p5	neon	horizontal	13	0.119840434	0.501460785
p5	neon	horizontal	14	0.147251119	0.647140075
p5	neon	horizontal	15	0.20016914	0.395233895
p5	neon	horizontal	16	0.302476512	0.248371205
p5	neon	horizontal	17	0.497413435	0.128791565
p5	neon	horizontal	18	0.831495503	-0.054188775
p5	neon	horizontal	19	1.550988044	-0.155527665
p5	neon	horizontal	20	3.092231742	-0.113493175
p5	neon	vertical	1	0.021961825	NaN
p5	neon	vertical	2	0.06691245	-8.216917895
p5	neon	vertical	3	0.068868084	-8.079844755
p5	neon	vertical	4	0.06980288	-10.83527237
p5	neon	vertical	5	0.071593518	-9.931322855
p5	neon	vertical	6	0.074082518	-7.575221395
p5	neon	vertical	7	0.07763072	-7.570121075
p5	neon	vertical	8	0.07852527	-7.587515445
p5	neon	vertical	9	0.081157657	-7.436215415
p5	neon	vertical	10	0.084746626	-6.978675125
p5	neon	vertical	11	0.091803513	-6.40200018
p5	neon	vertical	12	0.100895515	-5.688148565
p5	neon	vertical	13	0.119840434	-4.366830745
p5	neon	vertical	14	0.147251119	-3.517033965
p5	neon	vertical	15	0.20016914	-2.322383265
p5	neon	vertical	16	0.302476512	-0.685700585
p5	neon	vertical	17	0.497413435	0.09218538
p5	neon	vertical	18	0.831495503	0.830367215
p5	neon	vertical	19	1.550988044	0.915935055
p5	neon	vertical	20	3.092231742	1.156318365
p5	smi	horizontal	1	0.078883571	1.168006499
p5	smi	horizontal	2	0.092490306	0.319896554
p5	smi	horizontal	3	0.097109893	0.292827624
p5	smi	horizontal	4	0.104018784	0.623546294
p5	smi	horizontal	5	0.114829363	0.646441509
p5	smi	horizontal	6	0.123372048	0.518906209
p5	smi	horizontal	7	0.127432826	0.597043914
p5	smi	horizontal	8	0.137566108	0.641756894
p5	smi	horizontal	9	0.153193458	0.579830904
p5	smi	horizontal	10	0.175676567	0.505112604
p5	smi	horizontal	11	0.202169514	0.366626159
p5	smi	horizontal	12	0.253146173	0.103659344
p5	smi	horizontal	13	0.321174569	0.018313739
p5	smi	horizontal	14	0.440821003	0.119469459
p5	smi	horizontal	15	0.618144575	0.078203704
p5	smi	horizontal	16	0.895104134	0.011281159
p5	smi	horizontal	17	1.328535495	0.024803834
p5	smi	horizontal	18	2.030469909	-0.034533726
p5	smi	horizontal	19	3.291158902	-0.037926571
p5	smi	horizontal	20	5.477440823	-0.068645946
p5	smi	vertical	1	0.078883571	-7.546574612
p5	smi	vertical	2	0.092490306	-8.083065392
p5	smi	vertical	3	0.097109893	-8.104704052
p5	smi	vertical	4	0.104018784	-7.500370342
p5	smi	vertical	5	0.114829363	-6.639812277
p5	smi	vertical	6	0.123372048	-6.072491007
p5	smi	vertical	7	0.127432826	-6.006118937
p5	smi	vertical	8	0.137566108	-5.484525177
p5	smi	vertical	9	0.153193458	-5.365721402
p5	smi	vertical	10	0.175676567	-4.817750612
p5	smi	vertical	11	0.202169514	-4.332624647
p5	smi	vertical	12	0.253146173	-3.612308492
p5	smi	vertical	13	0.321174569	-2.924265987
p5	smi	vertical	14	0.440821003	-1.779393197
p5	smi	vertical	15	0.618144575	-0.825220802
p5	smi	vertical	16	0.895104134	-0.366941087
p5	smi	vertical	17	1.328535495	0.178503313
p5	smi	vertical	18	2.030469909	0.467499788
p5	smi	vertical	19	3.291158902	0.634319593
p5	smi	vertical	20	5.477440823	0.831277308
p5	g2	horizontal	1	0.089049701	8.224459
p5	g2	horizontal	2	0.094940253	6.18557704
p5	g2	horizontal	3	0.105053295	5.335496885
p5	g2	horizontal	4	0.112911188	6.701747095
p5	g2	horizontal	5	0.123366767	4.985252215
p5	g2	horizontal	6	0.133221186	2.211923665
p5	g2	horizontal	7	0.1483161	0.056318775
p5	g2	horizontal	8	0.164532197	1.06823061
p5	g2	horizontal	9	0.187134223	0.139535685
p5	g2	horizontal	10	0.213198113	0.127609235
p5	g2	horizontal	11	0.252375157	0.072096045
p5	g2	horizontal	12	0.305422729	-0.16228949
p5	g2	horizontal	13	0.385902267	-0.18461109
p5	g2	horizontal	14	0.483123542	-0.082032755
p5	g2	horizontal	15	0.629821456	-0.175100645
p5	g2	horizontal	16	0.876102433	-0.285361425
p5	g2	horizontal	17	1.283608777	0.06686332
p5	g2	horizontal	18	1.942925279	0.03145494
p5	g2	horizontal	19	3.131391613	-0.070977185
p5	g2	horizontal	20	5.286492931	-0.156651555
