ID,x,y,color,marker_0,marker_1
1,12.1954576,9.9102493,red,67,76
2,30.47712708,9.9102493,red,68,77
3,48.75879655,9.9102493,red,69,78
4,12.1954576,25.90670967,red,70,79
5,30.47712708,25.90670967,red,71,80
6,48.75879655,25.90670967,red,72,81
7,12.1954576,41.90317005,red,73,82
8,30.47712708,41.90317005,red,74,83
9,48.75879655,41.90317005,red,75,84
