ID,x,y,color,marker_0,marker_1
1,55.46975708,30.789505,red,167,168
2,27.54175708,30.789505,red,169,170
3,83.39775708,30.789505,red,171,172
4,55.46975708,58.717505,red,173,174
5,55.46975708,2.861505,red,175,176
