ID,x,y
140,6.10924911,6.10925102
141,39.01625824,6.10925102
142,71.92325592,6.10925102
143,104.8302612,6.10925102
144,6.10924911,22.56275558
145,22.56275558,16.39269066
146,39.01625824,22.56275558
147,55.46975708,16.39269066
148,71.92325592,22.56275558
149,88.37675476,16.39269066
150,104.8302612,22.56275558
151,6.10924911,39.01625443
152,22.56275558,45.18631744
153,39.01625824,39.01625443
154,55.46975708,45.18631744
155,71.92325592,39.01625443
156,88.37675476,45.18631744
157,104.8302612,39.01625443
158,6.10924911,55.46975708
159,39.01625824,55.46975708
160,71.92325592,55.46975708
161,104.8302612,55.46975708
