ID,x,y
140,-14.13936,7.06968
141,-4.71312,7.06968
142,4.71312,7.06968
143,14.13936,7.06968
144,-14.13936,2.35656
145,-9.42624,4.12398
146,-4.71312,2.35656
147,0,4.12398
148,4.71312,2.35656
149,9.42624,4.12398
150,14.13936,2.35656
151,-14.13936,-2.35656
152,-9.42624,-4.12398
153,-4.71312,-2.35656
154,0,-4.12398
155,4.71312,-2.35656
156,9.42624,-4.12398
157,14.13936,-2.35656
158,-14.13936,-7.06968
159,-4.71312,-7.06968
160,4.71312,-7.06968
161,14.13936,-7.06968
